City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kroonstad,-27.6504,27.2349,283.91,39,0,1.56,ZA,1691693410
362,yemetsk,63.4721,41.7941,292.34,80,10,1.12,RU,1691693410
363,yaren,-0.5472,166.916,300.97,72,7,1.15,NR,1691693410
364,sefrou,33.8319,-4.828,309.68,20,40,7.2,MA,1691693410
365,duzce,40.8389,31.1639,293.94,97,50,0.32,TR,1691693410
366,sogndal,61.2283,7.1003,286.36,76,75,5.66,NO,1691693411
367,sarykemer,43.0,71.5,298.86,27,1,3.5,KZ,1691693411
368,scone,56.4194,-3.4051,295.86,84,52,1.79,GB,1691693411
369,griffith,41.5284,-87.4237,301.42,70,40,4.12,US,1691693412
370,belmonte,-15.8631,-38.8828,297.93,66,51,3.14,BR,1691693412
371,berezovyy,51.6667,135.7,285.96,87,18,0.8,RU,1691693412
372,new norfolk,-42.7826,147.0587,282.99,91,100,1.41,AU,1691693413
373,la pineda,41.0762,1.1852,301.58,72,40,1.54,ES,1691693413
374,kalix,65.853,23.1565,289.36,80,100,3.01,SE,1691693413
375,waitara,-38.925,174.25,278.7,80,0,2.38,NZ,1691693413
376,nogliki,51.8333,143.1667,285.16,95,100,4.11,RU,1691693413
377,khor,47.8861,134.9464,290.56,98,100,2.57,RU,1691693414
378,carthage,36.8611,10.3316,298.89,69,20,2.06,TN,1691693414
379,zeya,53.75,127.2667,288.7,72,97,1.2,RU,1691693414
380,dubrovytsya,51.5744,26.565,289.43,74,46,1.27,UA,1691693415
381,placerville,38.7296,-120.7986,304.8,30,0,2.57,US,1691693410
382,ouesso,1.6136,16.0517,296.73,85,43,1.38,CG,1691693415
383,huarmey,-10.0681,-78.1522,295.95,68,0,5.49,PE,1691693415
384,fort st. john,56.2499,-120.8529,288.09,88,100,4.63,CA,1691693323
385,taoudenni,22.6783,-3.9836,315.23,11,0,2.29,ML,1691693416
386,la sarre,48.8002,-79.1996,292.9,67,31,3.76,CA,1691693416
387,fang,19.9169,99.2145,295.02,99,100,1.07,TH,1691693416
388,princeville,45.7668,-61.2985,294.77,81,100,6.69,CA,1691693416
389,teruel,40.6667,-0.6667,296.38,29,35,3.77,ES,1691693417
390,xining,36.6167,101.7667,290.56,91,92,1.24,CN,1691693417
391,yanchep,-31.55,115.6833,284.23,90,100,3.24,AU,1691693417
392,beledweyne,4.7358,45.2036,301.09,52,100,9.84,SO,1691693417
393,askoy,60.4092,5.226,285.9,38,75,2.57,NO,1691693417
394,el fasher,13.6279,25.3494,305.09,36,10,4.09,SD,1691693418
395,sitka,57.0531,-135.33,288.09,88,100,2.06,US,1691693324
396,pandaria,22.2333,81.4167,298.64,81,17,2.01,IN,1691693419
397,rio gallegos,-51.6226,-69.2181,278.18,75,75,5.66,AR,1691693419
398,kavieng,-2.5744,150.7967,299.33,84,100,5.03,PG,1691693419
399,mount gambier,-37.8333,140.7667,282.05,92,100,2.51,AU,1691693236
400,mitu,1.1983,-70.1733,303.9,62,81,0.77,CO,1691693421
401,dapa,9.7594,126.0531,301.11,76,99,4.63,PH,1691693422
402,harduaganj,27.95,78.1667,303.15,66,33,2.44,IN,1691693422
403,nurota,40.5614,65.6886,300.58,27,0,2.86,UZ,1691693422
404,smithers,54.7804,-127.1743,290.33,63,75,1.03,CA,1691693329
405,yulinshi,38.2906,109.7494,297.39,79,100,1.09,CN,1691693424
406,toliara,-23.35,43.6667,292.34,63,0,7.69,MG,1691693424
407,saudarkrokur,65.7461,-19.6394,281.12,84,100,5.25,IS,1691693424
408,roma,43.2128,-75.4557,296.33,91,100,0.0,US,1691693424
409,evian-les-bains,46.4011,6.5879,298.02,63,97,1.48,FR,1691693426
410,kharabali,47.4196,47.2568,301.51,31,14,4.42,RU,1691693426
411,antonio enes,-16.2325,39.9086,294.72,79,21,4.28,MZ,1691693387
412,silsbee,30.3491,-94.178,310.94,55,0,1.34,US,1691693427
413,vatra dornei,47.35,25.3667,286.8,76,41,0.76,RO,1691693428
414,khasab,26.1799,56.2477,308.77,53,99,2.18,OM,1691693428
415,lebanon,36.2081,-86.2911,299.36,87,100,3.6,US,1691693428
416,slave lake,55.2834,-114.769,287.14,88,100,7.2,CA,1691693428
417,baikunthpur,23.25,82.55,297.23,83,90,1.88,IN,1691693429
418,barkhan,29.8977,69.5256,303.33,47,2,1.88,PK,1691693429
419,argo,37.6333,22.7333,299.7,69,62,0.89,GR,1691693429
420,ulaangom,49.9811,92.0667,289.84,61,20,1.13,MN,1691693429
421,al kharijah,25.4514,30.5464,306.56,19,1,5.09,EG,1691693430
422,oyama,36.3,139.8,298.34,91,0,1.73,JP,1691693430
423,papao,-17.75,-149.55,298.97,66,100,8.56,PF,1691693430
424,santa rosa misiones,-26.8667,-56.85,303.17,52,2,2.72,PY,1691693430
425,surgana,20.5667,73.6167,294.94,93,30,2.07,IN,1691693431
426,buta,2.7858,24.73,294.59,99,100,0.93,CD,1691693431
427,lijiang,26.8688,100.2207,288.75,95,100,1.14,CN,1691693431
428,mount pearl,47.5166,-52.7813,294.18,93,100,3.6,CA,1691693431
429,choyr,46.3611,108.3611,290.49,78,10,3.2,MN,1691693432
430,zyryanovsk,49.7386,84.2719,288.61,81,9,0.82,KZ,1691693432
431,vila velha,-20.3297,-40.2925,298.12,82,75,6.17,BR,1691693432
432,ulverstone,-41.15,146.1667,282.14,88,89,2.67,AU,1691693432
433,armacao de buzios,-22.7469,-41.8817,299.24,80,0,10.15,BR,1691693432
434,puerto cabezas,14.0351,-83.3888,305.13,70,40,3.09,NI,1691693433
435,parkano,62.0167,23.0167,286.99,84,99,3.32,FI,1691693433
436,lammi,61.0833,25.0167,285.65,94,29,3.0,FI,1691693433
437,mokhsogollokh,61.4681,128.9203,284.53,98,3,1.85,RU,1691693433
438,letterkenny,54.95,-7.7333,294.09,89,79,5.86,IE,1691693434
439,lagoa,39.05,-27.9833,295.93,66,13,3.19,PT,1691693434
440,kerikeri,-35.2268,173.9474,278.66,91,63,1.97,NZ,1691693434
441,kiama,-34.6833,150.8667,282.73,72,0,2.24,AU,1691693434
442,ladybrand,-29.1945,27.4574,281.72,46,0,1.49,ZA,1691693435
443,benguela,-12.5763,13.4055,293.32,85,85,1.95,AO,1691693435
444,arvayheer,46.2639,102.775,286.06,72,6,3.04,MN,1691693435
445,hassi messaoud,31.6804,6.0729,312.07,13,0,5.14,DZ,1691693435
446,al bawiti,28.3492,28.8659,303.51,29,0,3.53,EG,1691693435
447,kupang,-10.1667,123.5833,296.35,80,41,4.57,ID,1691693436
448,cockburn town,21.4612,-71.1419,302.25,81,100,8.08,TC,1691693436
449,peniche,39.3558,-9.3811,297.1,78,0,4.96,PT,1691693436
450,eilat,29.5581,34.9482,310.06,23,0,6.17,IL,1691693436
451,shimoda,34.6667,138.95,298.94,88,12,5.1,JP,1691693436
452,boende,-0.2167,20.8667,297.07,86,100,0.64,CD,1691693437
453,lerwick,60.1545,-1.1494,288.15,83,21,3.0,GB,1691693437
454,ulsteinvik,62.3432,5.8487,286.9,88,100,2.68,NO,1691693437
455,pyhajarvi,67.0701,27.2176,287.76,84,21,1.36,FI,1691693437
456,sinop,41.7711,34.8709,292.29,95,97,1.45,TR,1691693437
457,winnemucca,40.973,-117.7357,302.18,18,0,3.09,US,1691693438
458,palembang,-2.9167,104.7458,298.2,100,10,2.57,ID,1691693060
459,as sulayyil,20.4607,45.5779,309.29,9,86,1.63,SA,1691693438
460,luckau,51.85,13.7167,292.25,69,46,1.42,DE,1691693438
461,barranca,-10.75,-77.7667,294.25,72,9,6.18,PE,1691693438
462,keetmanshoop,-26.5833,18.1333,292.66,24,0,4.12,NA,1691693438
463,sinabang,2.4803,96.3801,299.3,83,100,1.86,ID,1691693439
464,pirallahi,40.4723,50.333,301.23,52,0,1.53,AZ,1691693439
465,nacala,-14.5428,40.6728,295.01,72,0,4.83,MZ,1691693439
466,tidjikja,18.5564,-11.4271,312.95,14,7,6.61,MR,1691693439
467,chake chake,-5.2459,39.7666,296.22,81,1,3.65,TZ,1691693439
468,novyy urengoy,66.0833,76.6333,283.71,67,45,9.85,RU,1691693440
469,portales,34.1862,-103.3344,311.67,20,6,5.02,US,1691693440
470,bomi,7.2461,-11.5258,296.49,95,100,2.05,SL,1691693440
471,anloga,5.7947,0.8973,298.1,85,2,5.78,GH,1691693441
472,teluk nibung,3.001,99.8164,297.16,93,73,1.88,ID,1691693441
473,vizinga,61.0749,50.1031,291.06,73,21,0.73,RU,1691693441
474,san luis de la loma,17.2706,-100.8939,304.16,66,100,3.1,MX,1691693441
475,jonquiere,48.4165,-71.2488,296.14,65,89,2.57,CA,1691693159
476,al wafrah,28.6392,47.9306,307.82,35,7,3.94,KW,1691693442
477,san ciro de acosta,21.6333,-99.8167,309.65,28,6,2.05,MX,1691693442
478,port-vila,-17.7338,168.3219,292.93,52,40,4.12,VU,1691693442
479,chui,-33.6971,-53.4616,291.21,80,100,3.85,UY,1691693443
480,mo i rana,66.3128,14.1428,291.41,72,75,3.13,NO,1691693443
481,bakchar,57.0186,82.0711,282.22,97,100,1.82,RU,1691693445
482,hinnerup,56.2661,10.063,289.11,78,11,4.53,DK,1691693445
483,qurayyat,31.3318,37.3428,306.25,27,0,7.2,SA,1691693445
484,astorga,-23.2325,-51.6656,303.28,29,0,4.59,BR,1691693445
485,zaozersk,69.4005,32.4476,292.54,63,0,3.45,RU,1691693446
486,masterton,-40.9597,175.6575,278.09,97,93,1.49,NZ,1691693446
487,mytilene,39.11,26.5547,299.05,61,0,2.57,GR,1691693447
488,brisas de zicatela,15.8369,-97.0419,304.34,65,100,3.26,MX,1691693448
489,chippewa falls,44.9369,-91.3929,298.58,46,0,3.09,US,1691693312
490,miguel ahumada,30.6167,-106.5167,307.35,23,22,3.78,MX,1691693448
491,linqiong,30.4159,103.4609,300.05,88,73,0.94,CN,1691693448
492,camayenne,9.535,-13.6878,300.2,83,75,5.14,GN,1691693449
493,along,28.1667,94.7667,297.7,99,100,0.38,IN,1691693449
494,atbara,17.7022,33.9864,310.57,30,100,4.43,SD,1691693449
495,hovd,48.0056,91.6419,292.27,45,0,1.74,MN,1691693449
496,pedro juan caballero,-22.5472,-55.7333,306.13,31,20,6.17,PY,1691693450
497,mwanza,-2.5167,32.9,296.18,78,20,5.14,TZ,1691693413
498,selfoss,63.9331,-20.9971,293.17,73,10,4.9,IS,1691693451
499,portland,45.5234,-122.6762,298.33,48,75,3.6,US,1691693235
500,mabaruma,8.2,-59.7833,304.42,58,74,3.65,GY,1691693452
501,revelstoke,50.9832,-118.2023,291.16,88,100,1.03,CA,1691693452
502,luwuk,-0.9516,122.7875,297.33,86,99,2.15,ID,1691693453
503,ji'an,27.1172,114.9793,299.55,79,100,0.9,CN,1691693453
504,turtas,58.9417,69.1325,286.19,76,100,3.56,RU,1691693454
505,polyarnyy,69.1989,33.4478,291.95,68,0,4.77,RU,1691693454
506,las tablas,7.7667,-80.2833,303.81,68,95,2.7,PA,1691693194
507,usinsk,65.9939,57.5281,286.43,68,0,3.36,RU,1691693455
508,charnay-les-macon,46.3075,4.7848,297.48,70,20,1.36,FR,1691693455
509,eagle,43.6954,-116.354,301.46,40,0,4.12,US,1691693456
510,chebba,35.2372,11.115,299.31,62,0,3.59,TN,1691693456
511,magadan,59.5667,150.8,284.27,79,4,2.89,RU,1691693456
512,daru,-9.0763,143.2092,297.12,74,97,7.61,PG,1691693456
513,ciudad bolivar,8.1222,-63.5497,309.57,34,51,4.05,VE,1691693456
514,port saint john's,-31.6229,29.5448,291.18,85,8,6.83,ZA,1691693457
515,awjilah,29.1081,21.2869,304.13,31,0,6.44,LY,1691693457
516,chongwe,-15.3292,28.682,288.47,52,1,3.9,ZM,1691693457
517,camana,-16.6228,-72.7111,293.42,72,0,4.93,PE,1691693457
518,rimouski,48.4488,-68.524,288.25,83,100,3.32,CA,1691693342
519,sol'tsy,58.1239,30.3238,289.77,69,100,2.03,RU,1691693458
520,holualoa,19.6228,-155.9522,300.25,66,0,1.54,US,1691693409
521,pemangkat,1.1667,108.9667,299.29,85,99,4.36,ID,1691693458
522,kayangel,8.0823,134.7173,300.68,83,94,8.91,PW,1691693458
523,anori,-3.7728,-61.6442,305.77,45,100,1.15,BR,1691693458
524,pangody,65.85,74.4859,280.69,78,2,8.78,RU,1691693459
525,i-n-salah,27.1935,2.4607,311.63,12,0,4.39,DZ,1691693459
526,ain sukhna,29.6002,32.3167,301.39,61,0,4.49,EG,1691693459
527,umba,66.6871,34.3429,286.85,94,2,2.54,RU,1691693459
528,tvoroyri,61.5556,-6.8111,284.59,95,100,6.7,FO,1691693459
529,bol,13.4586,14.7147,299.59,76,76,1.77,TD,1691693459
530,caninde,-4.3589,-39.3117,308.09,21,6,3.85,BR,1691693460
531,khandyga,62.6667,135.6,286.19,65,21,1.55,RU,1691693460
532,sola,-13.8833,167.55,296.52,73,100,5.14,VU,1691693460
533,yigo village,13.5361,144.8886,298.77,92,40,3.6,GU,1691693460
534,kijang,35.2442,129.2139,297.0,87,0,4.05,KR,1691693460
535,adler,43.43,39.92,301.24,83,20,3.13,RU,1691693349
536,swift current,50.2834,-107.8014,294.6,60,0,4.63,CA,1691693289
537,misratah,32.3754,15.0925,299.35,61,0,4.18,LY,1691693351
538,dunbar,38.3606,-81.7374,299.36,91,75,2.06,US,1691693241
539,elverum,60.8819,11.5623,284.63,88,32,1.17,NO,1691693461
540,lorengau,-2.0226,147.2712,300.54,78,100,6.0,PG,1691693461
541,coahuayana de hidalgo,18.7,-103.6583,306.85,53,98,2.57,MX,1691693462
542,tocopilla,-22.092,-70.1979,293.84,68,80,6.5,CL,1691693462
543,malampaka,-3.1333,33.5333,298.94,36,100,1.96,TZ,1691693462
544,yarmouth,41.7057,-70.2286,301.41,67,0,4.63,US,1691693463
545,tondano,1.3038,124.9112,294.2,93,100,1.62,ID,1691693463
546,skeldon,5.8833,-57.1333,303.58,59,86,3.85,GY,1691693463
547,lagonegro,40.1283,15.7615,290.54,75,3,0.83,IT,1691693234
548,novyy urgal,51.0736,132.5642,288.96,78,74,0.82,RU,1691693463
549,mohale's hoek,-30.1514,27.4769,284.47,42,1,2.15,LS,1691693464
550,cururupu,-1.8283,-44.8683,302.37,63,47,3.02,BR,1691693271
551,bamboo flat,11.7,92.7167,300.2,89,75,2.57,IN,1691693464
552,palapag,12.5458,125.1147,300.13,81,100,3.71,PH,1691693465
553,cole harbour,44.6724,-63.4751,300.33,57,40,7.72,CA,1691693465
554,el tigre,8.8875,-64.2454,307.06,39,34,5.25,VE,1691693465
555,waingapu,-9.6567,120.2641,295.75,80,100,2.98,ID,1691693465
556,chanute,37.6792,-95.4572,305.07,58,0,2.06,US,1691693465
557,salym,60.0625,71.4789,286.55,70,100,4.81,RU,1691693466
558,pontianak,-0.0333,109.3333,298.14,100,100,0.51,ID,1691693466
559,dunedin,-45.8742,170.5036,275.82,77,100,2.11,NZ,1691693467
560,padang,-0.9492,100.3543,298.18,89,44,1.88,ID,1691693467
561,muynoq,43.7683,59.0214,300.21,37,0,3.37,UZ,1691693467
562,tionk essil,12.7856,-16.5217,305.18,71,100,4.38,SN,1691693467
563,christchurch,-43.5333,172.6333,274.79,87,100,1.03,NZ,1691693468
564,swan hill,-35.3378,143.5544,279.0,91,0,1.2,AU,1691693468
